Date,Canada,France,Germany,Italy,Japan,Britain,America,WTI
2010/6/15,9.949429978,-23.59397053,1.353846399,9.307653221,-20.09213285,72.2004823,-13.8839045,-35.24140401
2010/6/16,11.373953,-24.24713563,-2.54754269,10.64089864,-20.32210829,76.6874012,-13.13603444,-38.44943178
2010/6/17,12.54925462,-26.40497994,-3.619515771,8.409126682,-16.83176169,76.89299995,-12.95940399,-38.03571987
2010/6/18,14.81188973,-25.91200709,-5.443339504,-1.392432956,-17.02900245,81.08932241,-12.38136968,-33.74306045
2010/6/21,15.05096904,-25.53259802,-5.695365235,-0.802757334,-17.54858167,81.42732119,-12.45569707,-34.4432909
2010/6/22,15.14578979,-26.42785995,-6.141979655,-2.022126486,-17.79557036,82.34153302,-8.637274361,-36.46251199
2010/6/23,20.68355219,-26.85652677,-8.25436564,-6.880461747,-18.93157109,82.79350011,-7.397218101,-35.15690896
2010/6/24,23.74940264,-30.02628151,1.469831601,-7.668404535,-22.28580397,88.32703855,-8.601840363,-44.96394242
2010/6/25,24.54492018,-29.81532396,1.282526463,-7.687984795,-21.99333434,89.18426805,-7.852074992,-47.66299661
2010/6/28,12.9285263,-34.27768292,0.434405845,-5.979441023,-17.83439472,98.06017335,-12.50912387,-40.82246296
2010/6/29,10.52536356,-35.34081875,0.305867018,-9.35273653,-18.0469417,100.1728349,-6.884565294,-41.37900316
2010/6/30,16.61261025,-29.47215565,1.392178478,-9.889960626,-16.37691429,96.39109754,-10.5502772,-48.1065785
2010/7/1,17.73476278,-29.2810372,5.574926203,-9.757781661,-16.80673661,92.91243239,-9.662555739,-50.71401016
2010/7/2,25.63210321,-28.36568296,8.205068347,-11.81819951,-17.78897496,89.05232676,-11.0685486,-53.84809228
2010/7/5,30.52396337,-22.68620997,8.314479913,-12.80750467,-17.94576724,86.16169682,-20.38708571,-51.1735725
2010/7/6,31.09290931,-22.49981884,8.297137684,-11.01769765,-19.96479557,87.56173997,-19.76784381,-53.7016311
2010/7/7,32.08348666,-27.87904141,10.60830275,-10.14874657,-20.49310023,89.88653642,-19.43699606,-54.62044156
2010/7/8,35.79340537,-27.64016301,11.33851943,-21.17075671,-20.4088175,99.81016054,-17.173102,-60.54924613
2010/7/9,35.70682104,-27.42318858,10.34571595,-20.61433232,-20.45353424,99.02697771,-17.53165624,-59.05680332
2010/7/12,37.53218785,-29.30058182,11.84891198,-21.07500758,-21.14614894,99.36193239,-17.39782837,-59.82346551
2010/7/13,36.05437808,-28.98072507,8.913667722,-20.25743132,-20.34645816,98.20385642,-18.32007572,-55.26721195
2010/7/14,35.59534675,-27.93974636,7.38528834,-22.80723368,-19.2407342,98.21881426,-18.22428693,-52.98744819
2010/7/15,36.7575975,-29.14856602,7.391222691,-22.33257694,-20.48205525,98.56707621,-17.72282678,-53.0298714
2010/7/16,36.46263863,-30.34286403,7.944775506,-24.31724831,-19.90138937,99.1516735,-17.26552901,-51.73205692
2010/7/19,33.09508778,-28.22151302,8.088940927,-22.69178211,-19.7570254,95.59614547,-17.42529264,-48.68456101
2010/7/20,29.34595455,-30.29916978,10.26200735,-21.56734468,-17.42973555,97.45197822,-16.5236548,-51.24003531
2010/7/21,24.17808536,-31.34166451,10.72988699,-22.52405195,-18.19358366,89.57206815,-10.35595942,-42.06478096
2010/7/22,27.6444199,-26.95150459,8.637561263,-21.47722041,-18.17402763,82.22725416,-9.979727385,-41.9267553
2010/7/23,27.33470284,-24.17582686,7.848071198,-23.54151045,-17.07462417,79.68142531,-8.227299558,-41.84493831
2010/7/26,27.86503592,-19.23572358,9.817508516,-27.53802936,-17.21546943,75.75541389,-6.711092789,-42.73764318
2010/7/27,30.84224586,-26.05868401,10.89532276,-30.22332686,-19.26078317,79.33132416,-3.150387334,-42.3757114
2010/7/28,30.85460859,-27.45322761,8.088457326,-29.17110797,-17.63741559,78.08374294,-2.034061431,-40.73099626
2010/7/29,32.14318968,-27.16939858,10.92768841,-36.09695521,-17.45069609,79.72676324,-1.970647036,-40.10994441
2010/7/30,31.93151424,-27.00516347,10.0583825,-35.94927019,-16.89448094,78.21400078,-1.300989632,-39.05399329
2010/8/2,31.42452291,-26.9333986,9.593260404,-35.47904906,-16.84443181,78.32649208,-0.432423914,-39.65497201
2010/8/3,35.29746425,-27.4717755,12.74124253,-35.24537465,-18.70915836,76.77238244,-3.085068746,-40.29971197
2010/8/4,33.94061877,-27.60843482,13.6743837,-35.92549942,-19.64600367,76.26936146,-0.547221912,-40.15720411
2010/8/5,35.26296862,-30.13547096,18.37013318,-37.51697545,-17.44184476,76.84235673,-3.772165115,-41.60900225
2010/8/6,38.97269771,-31.18700372,20.67567935,-37.01865803,-16.76823136,71.06567487,-3.234691933,-42.50546689
2010/8/9,42.02601913,-30.43748075,27.68755811,-42.55711137,-18.31423689,67.37599922,-3.806205035,-41.97454241
2010/8/10,41.55012161,-29.37059529,27.40781185,-41.40930406,-18.1867645,67.24954024,-4.864445635,-42.37636423
2010/8/11,41.87897806,-29.01874483,28.27532936,-43.90492539,-18.14786157,67.24611166,-4.906522652,-41.42236464
2010/8/12,41.13216519,-30.05952043,27.87709509,-45.55646614,-14.96111283,68.34309738,-5.238393194,-41.53686508
2010/8/13,43.5830157,-29.62691658,27.99979761,-44.51098637,-15.5225734,65.84042532,-6.499093544,-41.26366874
2010/8/16,48.86969769,-36.35801373,32.96707073,-43.05060622,-13.25302361,61.49418756,-5.816403562,-44.85290886
2010/8/17,46.70509411,-35.93451657,30.85040125,-43.41449716,-13.13170884,65.37195128,-5.343502439,-45.10322163
2010/8/18,45.02516438,-35.38710215,31.08300048,-41.94075401,-12.98047031,64.12856752,-5.082251573,-44.84615434
2010/8/19,41.56733357,-35.32603245,30.7664836,-51.08877084,-11.36265312,72.64916271,-3.241255512,-43.96426794
2010/8/20,39.58659827,-35.7646899,30.74665253,-51.26749465,-9.73216657,72.98726982,-5.121102521,-41.43506697
2010/8/23,40.50935742,-35.96745916,32.30984446,-50.69453849,-10.63788586,71.5765907,-5.907410278,-41.1884988
2010/8/24,35.31099066,-34.42981135,32.7895792,-49.19230319,-9.809264995,72.13095035,-6.608278238,-40.19186244
2010/8/25,36.33846794,-32.9041478,34.10955202,-47.20702467,-8.272283666,66.69677021,-6.749133695,-42.01220034
2010/8/26,37.6679555,-32.07239072,30.92942595,-49.99682175,-8.202428862,70.07908734,-6.023433081,-42.38139437
2010/8/27,30.76922213,-33.12315925,39.15597369,-49.99886319,-7.769173758,70.55500487,-6.75185144,-42.83715305
2010/8/30,28.8429636,-26.80374696,40.27061176,-47.95910354,-7.915610816,63.36952988,-6.957864625,-42.84677931
2010/8/31,30.89326642,-26.42690456,34.67237395,-45.87470408,-9.356502685,66.04504002,-6.78257467,-43.1699944
2010/9/1,31.76413196,-24.98508097,34.12729941,-43.85699195,-6.536763659,57.15497083,-4.762297692,-42.90526793
2010/9/2,25.09174383,-26.38098889,29.27432197,-41.6138891,-2.053820737,68.15147974,-7.02361883,-45.44522797
2010/9/3,32.71125818,-26.73352973,28.53603462,-42.61113376,-0.634158434,60.47326736,-6.068172325,-45.67356591
2010/9/6,29.212804,-26.78137227,23.37206478,-41.34649506,-3.992064244,73.16729798,-2.792562463,-50.83967272
2010/9/7,29.02644503,-26.44995506,24.15589938,-41.66431414,-4.206652248,72.2537532,-2.552432476,-50.56274368
2010/9/8,28.32748663,-25.07405454,24.24839179,-45.31053941,-3.604871767,68.03457524,0.130551837,-46.75153978
2010/9/9,53.74896945,-28.68288423,35.4715221,-52.39927053,-10.45570672,60.5841265,-10.5172236,-47.74953297
2010/9/10,41.35393686,-31.86105603,32.35579828,-56.91105684,-2.297316085,72.47908793,-13.12986315,-41.98953097
2010/9/13,56.41473367,-33.89479089,39.86535342,-58.78132333,3.541261089,52.82774773,-16.3670695,-43.60591218
2010/9/14,54.74350366,-31.58089494,39.6809317,-58.74805272,0.317149027,47.49351891,-15.05956366,-36.84659199
2010/9/15,61.32547613,-33.50863827,40.95235492,-60.53620781,-9.122589575,60.30870769,-17.3635592,-42.05554389
2010/9/16,61.3431017,-33.14568248,37.09686979,-60.16669235,-8.438829465,56.00840519,-11.77274832,-40.92442407
2010/9/17,62.21505579,-33.45870143,38.7509784,-60.46418792,-9.243238604,54.49321086,-10.25869435,-42.03442275
2010/9/20,62.91047034,-35.45990907,40.56200283,-59.12327672,-8.582578337,48.56429146,-9.019920498,-39.85108001
2010/9/21,67.22010827,-35.64124558,42.60535142,-60.85507141,-13.18436889,51.48467108,-10.52635114,-41.10309375
2010/9/22,50.79354195,-35.90841147,51.05888473,-59.44569416,-18.50008363,60.84271685,-10.2331174,-38.60783687
2010/9/23,48.18366681,-37.62053233,53.29383189,-60.45167512,-21.31508573,60.39819941,-0.63314061,-41.85526432
2010/9/24,53.34583237,-37.24248586,50.99195106,-57.79616719,-23.77391992,57.75221733,0.023282653,-43.30071045
2010/9/27,46.54279785,-37.98757853,54.15410118,-57.45697243,-23.96933631,59.09844497,2.447014447,-42.82847118
2010/9/28,37.49381483,-36.01755057,57.95931313,-54.95741411,-27.77280345,62.39425534,2.119701626,-41.21931679
2010/9/29,11.19556428,-41.4578792,75.07572469,-59.16754532,-37.73227813,80.9226205,12.08281079,-40.9190176
2010/9/30,35.54737075,-17.73418586,54.17123343,-62.51555859,-30.33177443,64.46812239,-1.641745027,-41.96346267
2010/10/1,61.61432363,-2.488071709,17.02887116,-65.44823003,-22.4137743,63.54200726,-4.660880665,-47.17424535
2010/10/4,43.35359079,-12.14245846,38.54200357,-54.52095901,-28.21151443,65.03583458,-5.882853067,-46.17364396
2010/10/5,38.84433264,-14.16008732,38.2898864,-54.35206782,-22.55746123,65.7399582,-3.87761637,-47.9269445
2010/10/6,45.54096064,-12.83073215,33.01795185,-53.58984975,-22.67159492,56.90726753,-1.270031894,-45.1039713
2010/10/7,63.00275884,-27.77134716,46.21744405,-66.66210496,-15.54047122,56.74719386,-6.070968191,-49.92250522
2010/10/8,72.26494167,-31.17042925,34.14276324,-62.77912611,-17.11091731,62.63821804,-5.205181257,-52.78026904
2010/10/11,70.9123666,-31.28959213,33.10266759,-63.45018186,-13.23911092,63.15157124,-7.082646801,-52.10507373
2010/10/12,62.56645562,-20.31450105,37.00297804,-63.20222207,-11.05703197,56.59029351,-8.689981436,-52.89599064
2010/10/13,59.63361636,-17.207097,39.03708736,-62.39629031,-10.42210955,53.14923467,-8.990933869,-52.80350768
2010/10/14,59.77557286,-19.75357336,36.58082409,-63.99194613,-11.63862494,57.36706276,-6.410314838,-51.92900046
2010/10/15,60.9548546,-20.62312462,34.50480483,-64.51521838,-12.63558049,61.56773806,-6.47119997,-52.78227404
2010/10/18,70.08487082,-20.05583209,40.87586039,-57.31598596,-13.05939069,43.89811995,-8.037416505,-56.39022592
2010/10/19,51.74826471,2.619133634,34.92453077,-45.22397113,-10.96502414,31.04227584,-6.005062161,-58.14014752
2010/10/20,49.26552479,6.720145562,32.46975844,-39.14107627,-13.68826372,27.46061653,-5.906407986,-57.18029735
2010/10/21,47.31622856,10.72072442,30.22152606,-37.98325132,-12.73244381,24.93405045,-4.984092013,-57.49274234
2010/10/22,41.52733544,17.86075555,30.41617295,-37.36078661,-13.20792371,21.59724511,-3.390671055,-57.44212769
2010/10/25,36.31214589,33.60499055,24.56024937,-39.66728468,-12.76355469,16.82087281,-3.195545542,-55.67187371
2010/10/26,32.82909027,37.68233627,21.42688721,-38.77938848,-12.53436055,13.87832378,-0.927476161,-53.57541234
2010/10/27,34.41066262,38.71787494,23.11971909,-40.98154856,-12.87716757,11.62565453,-1.374253655,-52.64094141
2010/10/28,30.88920597,23.54566164,25.63845482,-41.37296152,-0.659030229,18.5870092,-5.370866816,-51.25747307
2010/10/29,33.37000303,22.09794507,27.52821827,-37.49422479,-0.961050069,16.17339864,-9.10843042,-51.60585973
2010/11/1,33.04936515,21.50612258,27.79580285,-36.22708806,1.604595038,12.38711518,-8.231419486,-51.88449326
2010/11/2,34.87944784,20.49919096,37.4448858,-38.78393052,0.43350905,7.499103144,-9.194348206,-52.77785807
2010/11/3,39.32674992,19.95727353,33.23548735,-39.16578226,-1.513688023,13.15159215,-10.2545819,-54.73705077
2010/11/4,40.62732873,22.26611698,35.38020446,-38.6139981,-2.310844885,9.419574259,-11.69589991,-55.07248153
2010/11/5,27.38504097,11.33287807,33.14470748,-44.66954736,20.34317812,28.55855507,-16.61093979,-59.48387256
2010/11/8,27.229316,11.82987706,33.91644765,-45.07133736,18.92429226,29.59800498,-16.7708401,-59.65576048
2010/11/9,29.41787003,12.23916362,30.38045927,-44.64063647,19.82220833,28.83338478,-16.44941281,-59.60303675
2010/11/10,33.0101662,14.45750571,25.543216,-38.72092485,19.75731422,19.01978399,-15.13991473,-57.92714656
2010/11/11,38.51545516,10.37814327,13.48024376,-40.42143033,11.03994517,38.16200869,-12.60231571,-58.55205
2010/11/12,40.96204445,12.2051651,15.32990147,-41.40694386,13.56164569,28.84729669,-11.96709505,-57.5320145
2010/11/15,41.24822112,12.74680395,13.30351388,-38.83631023,3.2910855,29.76710915,-14.0522375,-47.46818587
2010/11/16,35.41781436,11.23597371,13.066412,-41.46321694,7.451711354,29.3833393,-13.04034598,-42.05168781
2010/11/17,37.93535503,9.498958832,10.6961084,-38.2403391,19.35929578,24.84733038,-23.33156793,-40.76514141
2010/11/18,55.85086714,11.11679001,7.35263276,-36.57179234,39.8506897,-2.596377348,-17.87161861,-57.13119131
2010/11/19,56.60010469,12.03625349,7.789451611,-37.06672289,32.20476659,-3.472616163,-15.69489969,-52.39633764
2010/11/22,53.89706247,-3.497385757,10.44911133,-43.98104167,15.02839772,34.71538066,-16.27119096,-50.3403338
2010/11/23,45.91948825,-12.81886268,13.69057807,-50.59821449,11.91184574,58.28746366,-27.3307368,-39.06156176
2010/11/24,57.79093318,-2.691600763,12.06227628,-47.40821289,9.640374411,40.45417259,-29.807744,-40.04019881
2010/11/25,43.97822527,-6.044485572,9.414695363,-45.62051412,16.38638199,44.58431204,-9.386523543,-53.31209141
2010/11/26,55.65226033,-8.847791,13.04236075,-57.81492308,19.70385795,44.49310215,-12.65697076,-53.57189633
2010/11/29,54.7095335,2.894381207,12.8433761,-45.91171879,9.932430256,32.41998182,-12.29641109,-54.59157301
2010/11/30,50.88163876,3.197662875,13.80812785,-45.48530145,8.758260454,32.54060578,-9.909087155,-53.79190712
2010/12/1,47.53702218,-2.608080546,15.31525409,-50.26387374,8.777770083,43.95737079,-11.21974511,-51.49571775
2010/12/2,37.38842699,-4.976411375,18.28228418,-50.61869666,7.914863025,52.25570912,-10.22613754,-50.02003775
2010/12/3,42.62885637,-2.821999933,15.15885598,-45.62669078,9.793083625,47.86451432,-11.71446018,-55.28215939
2010/12/6,39.01942485,-1.6205427,16.90629018,-49.83526084,10.65048463,50.38053815,-12.881427,-52.61950727
2010/12/7,34.69800463,0.564387476,4.798805227,-33.21621607,8.541103074,40.88677878,-8.818462456,-47.45440066
2010/12/8,27.89307044,1.655616022,7.296204454,-24.30389325,3.940435429,33.70305398,-9.098797249,-41.08568982
2010/12/9,33.29966197,-0.485310636,4.022404016,-21.69556369,4.91381783,27.0552079,-12.64854369,-34.4616737
2010/12/10,26.95399168,-1.195914118,11.0636306,-24.40325542,5.072261749,19.64319946,-12.8834356,-24.25047835
2010/12/13,20.71487718,-1.261164223,12.67296699,-24.10862749,5.048171632,24.61342601,-7.581877456,-30.09777264
2010/12/14,11.76852903,0.774205983,20.96378885,-19.79755895,1.433527678,27.7353169,-10.41665832,-32.46115117
2010/12/15,11.29779161,0.769291966,22.97475919,-21.12432472,3.111136494,26.97306446,-11.12603478,-32.87568422
2010/12/16,8.759191057,-0.440085698,24.25941806,-18.6367091,2.499782148,26.98216749,-11.75916952,-31.66459445
2010/12/17,5.672806813,-4.097775205,12.75882177,-15.08268217,3.250906671,18.75702163,5.677573728,-26.93667324
2010/12/20,7.134931242,-5.156792546,15.99487245,-15.36213121,4.207327215,15.56740626,7.233068512,-29.61868192
2010/12/21,7.562872652,-5.102862699,14.79854665,-15.59300335,4.53662032,16.67308323,8.244361692,-31.11961849
2010/12/22,8.415342065,-1.574712226,12.77281554,-14.73420795,1.912835711,14.77073275,8.911507191,-30.47431308
2010/12/23,4.459331515,-3.946960881,14.95098413,-13.50011497,1.718738872,17.81824368,4.637046885,-26.13726923
2010/12/24,5.38209566,-6.848629032,13.94324657,-17.20931676,2.29043577,18.94414293,12.86544269,-29.36741783
2010/12/27,1.091034703,-5.943709156,12.29066453,-10.68865576,-0.255548219,25.27934755,10.47618621,-32.24931986
2010/12/28,-0.174214658,6.730684786,10.6621974,-7.091035423,-1.956165658,9.376350621,11.39990815,-28.94772522
2010/12/29,-0.823320845,5.986702328,10.9936374,-6.352562488,0.036052614,6.835081096,12.23672555,-28.91231565
2010/12/30,7.038806534,4.74797873,5.275025648,-5.359906102,-0.678607899,5.556248345,3.354712656,-19.93425791
2010/12/31,1.487115621,4.821754489,4.805994974,-6.373133037,-0.301841969,6.457661705,5.043408564,-15.94096035
2011/1/3,-5.44524081,5.600819362,5.195242955,-4.820639051,0.24306532,4.646827689,4.43014859,-9.850224053
2011/1/4,-5.774276361,4.359135489,2.610651626,-9.739623529,1.678282127,11.90997434,3.854651546,-8.898795239
2011/1/5,-6.458623673,4.344167392,3.523388821,-8.03939668,1.226639294,10.90489199,3.894279157,-9.395346302
2011/1/6,-5.92060042,4.411550588,4.817607803,-9.978838443,2.07122704,10.64362451,6.234760527,-12.2793316
2011/1/7,-7.16971922,3.817662858,7.421712853,-9.768930376,1.450323665,8.416201122,7.641749541,-11.80900044
2011/1/10,-5.321019707,3.603606861,10.57007168,-11.78588399,0.641376879,0.534172269,15.29878866,-13.54111265
2011/1/11,-7.78973231,6.352769837,5.840541639,-8.456837704,-3.283102979,5.363507914,15.99982169,-14.02696809
2011/1/12,-7.960089563,15.54446894,7.049768726,-6.762070532,-5.136897679,-3.363631495,12.7695746,-12.141123
2011/1/13,-8.701031093,16.14821385,4.82177542,-7.338947403,-7.750515397,5.741202754,10.24873884,-13.16943698
2011/1/14,-3.277981861,-10.19914314,4.746176666,-8.674320503,-10.35597128,26.12042447,10.91815972,-9.277344069
2011/1/17,-6.738765174,-31.51082094,5.366774079,-16.1375083,-13.50882557,46.01428197,12.94516238,3.56970155
2011/1/18,-8.644086227,-28.36538047,6.018337817,-9.829010603,-9.434932283,53.35497735,11.49373453,-14.59364012
2011/1/19,-2.278812463,-30.51816085,1.891399044,-7.972637794,-7.567983845,50.99558155,10.85332164,-15.40270729
2011/1/20,-2.378008309,-31.08826701,0.27416277,5.684569987,-6.012732859,41.30380602,8.319318522,-16.10284913
2011/1/21,-2.563751643,-16.5713755,2.181648341,7.401179013,-8.365400345,27.49557165,5.74361136,-15.32148288
2011/1/24,0.217493371,-11.92797029,1.942338495,6.07651976,-7.939961059,22.73635799,3.099494919,-14.20427319
2011/1/25,1.850365097,-16.63122634,2.026294513,6.417391892,-7.099024452,23.17364769,3.970670773,-13.70811918
2011/1/26,0.468482727,-17.91898688,1.002023902,6.881791373,-6.940257959,25.16395932,3.882973314,-12.53998579
2011/1/27,0.294529668,-16.46232496,1.16139988,6.426002032,-5.368201182,23.11506913,4.646537675,-13.81301224
2011/1/28,1.440750397,-18.9959676,1.403723876,7.825781267,-5.13057011,21.20352485,5.359419872,-13.10666255
2011/1/31,-0.971436311,-21.64930517,2.062775041,10.13358493,-4.155898609,22.45106071,2.320897241,-10.19167784
2011/2/1,0.362411717,-21.62491899,2.312513998,12.54174893,-3.897686682,19.86432494,-0.965647623,-8.592746287
2011/2/2,-1.387170781,-17.31214505,2.345755871,10.04864322,-2.25854718,17.18846129,-1.236882107,-7.38811527
2011/2/3,-0.251581584,-11.5400072,2.645894299,6.370416584,-2.824443369,14.86730262,-0.902192123,-8.365389232
2011/2/4,0.913352561,-4.5476236,0.453355093,2.556005828,-2.396884477,12.75527454,-1.816752491,-7.916727455
2011/2/7,0.941383285,7.102547293,-0.026056055,-3.248015711,-1.531214108,6.992549998,-3.146589439,-7.084605263
2011/2/8,1.740976102,17.17425055,-0.161373132,-15.37303718,-1.220497225,5.313908972,-1.660377815,-5.813850268
2011/2/9,9.882488773,27.34679748,-4.364987846,-17.65201527,3.418927675,-9.303201724,-2.85877486,-6.469234237
2011/2/10,10.69822653,15.32461326,-10.30097661,-1.375598808,1.761971425,-5.625296096,-3.944866219,-6.538073472
2011/2/11,2.798995655,11.16705405,-16.01276517,1.092821169,0.557050281,8.360568125,-0.188787217,-7.77493689
2011/2/14,10.3103716,0.979873273,-6.179980659,1.864780713,-3.025744993,5.773400571,-0.884794212,-8.837906288
2011/2/15,4.801780391,4.343391973,-6.77508463,3.160481971,-5.152881213,8.813331182,-0.525536677,-8.665482997
2011/2/16,7.775148384,-11.1413822,3.495427978,4.406166792,-3.839839324,8.155575157,-0.968111168,-7.882985621
2011/2/17,7.078628505,-9.793729825,2.102024689,6.355537475,-4.040587323,12.08256963,-4.963170371,-8.821272776
2011/2/18,8.423573152,-12.93144664,7.555372475,3.172301686,-4.42830989,11.75773638,-5.5292693,-8.019957866
2011/2/21,5.787762269,-9.596813089,5.972547972,5.882412533,-2.914979924,13.3128679,-10.22486407,-8.218933586
2011/2/22,5.551931936,-9.965313012,6.122811503,4.724290625,-2.190960147,14.31982477,-10.29576861,-8.266817068
2011/2/23,6.015993024,-10.91115009,5.75420483,2.671077548,-0.665306555,13.98198005,-12.53810512,-4.30869369
2011/2/24,4.92585655,-8.490592085,1.615194128,2.511328434,-0.318446532,13.67727822,-10.42247242,-3.49814629
2011/2/25,4.100368222,-11.20118622,4.865861892,-1.651229845,-2.522911629,14.86654533,-7.683191375,-0.774256368
2011/2/28,3.799624939,-9.737206744,13.60175533,-6.325656793,-4.855998991,12.23414281,-9.599411277,0.882750722
2011/3/1,-3.082272105,-9.839068914,19.58277223,-4.779641158,-5.123459473,13.01296146,-10.27807481,0.506782763
2011/3/2,-3.10678399,-8.647949963,15.53388456,-3.098038277,-5.460241678,14.301837,-9.658880287,0.136172633
2011/3/3,-0.704563697,-9.547777904,12.07449513,-3.178941643,-4.812303282,16.3245038,-10.87845131,0.723038909
2011/3/4,-2.488648109,-9.801577588,12.90423132,-2.247551342,-5.000390947,14.50336989,-10.05256539,2.183132176
2011/3/7,-0.012335677,-5.775386063,6.730392993,0.049865265,-4.942338984,13.54190692,-11.26040786,1.66830341
2011/3/8,-0.21656495,-0.434659059,3.246266067,0.329658371,-5.228134576,9.302744523,-8.040857637,1.041547261
2011/3/9,-1.845218194,-2.629434825,4.076416092,3.012023354,-8.937735486,9.806094339,-4.858778379,1.376633099
2011/3/10,-0.282846806,-2.201685676,5.034832526,1.942853917,-10.35093076,9.454622697,-3.37718444,-0.219661456
2011/3/11,-0.509161573,-5.74388336,3.182695841,8.934197076,-10.68890028,10.21773618,-4.370329789,-1.022354094
2011/3/14,5.804772913,-2.679764472,0.650318354,1.090767454,-10.90852359,10.78509021,-2.8636996,-1.878961278
2011/3/15,7.103754976,-6.277668361,7.932902886,5.736246344,-14.26510538,9.571689756,-3.971486334,-5.830333883
2011/3/16,9.216234373,-10.96405236,24.55159029,4.191834778,-22.46979829,8.85129775,-0.385781278,-12.99132527
2011/3/17,9.794191142,-11.77435597,25.48172963,2.910837044,-21.71456057,8.123297552,0.577384016,-13.39852284
2011/3/18,6.625867148,-9.854736205,29.19835242,0.466175834,-23.49809909,10.53938703,-0.412029469,-13.06491767
2011/3/21,5.421827341,-9.679935076,29.07916641,0.547302063,-19.09490354,9.541852836,-2.42840777,-13.38690227
2011/3/22,5.865637195,-9.89184894,35.4681265,-2.540302258,-20.69235147,11.07827527,-5.418101356,-13.86943495
2011/3/23,6.908979215,-10.89084998,34.65399553,-3.196925385,-19.81046409,11.9424561,-6.17524698,-13.4319444
2011/3/24,9.735400683,-10.74605303,28.88429448,-2.573031567,-17.41890295,12.18127285,-8.579802837,-11.48317763
2011/3/25,4.984713703,-14.93779805,25.723387,7.904155685,-13.62502519,9.231582837,-8.221150475,-11.05986551
2011/3/28,13.11540641,-23.61492047,24.31997415,12.97208884,-12.39100255,7.336541778,-10.43592481,-11.30216334
2011/3/29,14.81298864,-24.66399798,26.04771473,13.57558045,-14.72300106,4.001255309,-8.912498726,-10.13804137
2011/3/30,17.16831615,-25.64784658,23.94337693,15.80736103,-14.80911657,4.352141656,-9.534181385,-11.28005123
2011/3/31,15.73342975,-27.21185805,28.15564259,16.93504506,-12.95890353,4.982403097,-14.56349588,-11.07226304
2011/4/1,18.28342222,-28.91550274,36.62384483,10.84965533,-17.57810762,8.185514849,-17.23588141,-10.21294545
2011/4/4,22.95164093,-36.4919971,30.89722752,12.75338263,-8.947488951,5.754491293,-15.12498609,-11.79227023
2011/4/5,20.10574829,-37.02078457,28.24271065,14.28477086,-7.014986973,8.519658548,-15.83413029,-11.2829865
2011/4/6,22.16109313,-37.10287077,32.48495084,12.53458971,-10.50663885,9.867897889,-13.30915548,-16.12986647
2011/4/7,21.02810529,-38.94982951,32.92047966,12.10975298,-13.23871034,10.1101376,-10.97342364,-13.00651203
2011/4/8,20.18360349,-38.38948212,31.0372611,13.24287802,-14.60630049,12.51108881,-10.79605609,-13.18299273
2011/4/11,19.27070311,-32.97152952,33.07442011,12.55830309,-16.73470032,9.085816951,-10.91334197,-13.36967145
2011/4/12,19.89925005,-31.45284101,35.75172751,13.6206136,-17.65587957,8.665350182,-12.0449736,-16.78324715
2011/4/13,23.86574674,-36.99109506,33.63346634,20.98938979,-18.96904481,7.34488067,-13.62283305,-16.25051062
2011/4/14,23.30375735,-38.90111498,32.45731986,22.15613775,-17.05373045,6.198712054,-12.93648847,-15.22459312
2011/4/15,22.82201896,-41.7419701,33.68170979,19.60397075,-19.82356308,16.441627,-14.47021642,-16.5135769
2011/4/18,20.0692801,-42.37018296,30.27045761,21.83971275,-13.42159655,15.32780515,-11.62306132,-20.09241477
2011/4/19,19.54775129,-41.07673428,29.62043296,24.06687193,-14.42607893,12.88908928,-10.77706659,-19.84426566
2011/4/20,22.54756699,-39.47997947,29.40061551,19.89151385,-14.87887035,13.57217083,-11.17061737,-19.88239999
2011/4/21,25.17170285,-38.68759533,28.85117345,18.99405902,-15.94838432,13.94847247,-11.86135138,-20.46807676
2011/4/22,24.66132082,-35.28234954,32.56886874,13.20594228,-19.18692026,15.94009031,-12.02074677,-19.88620559
2011/4/25,21.89620057,-33.66406354,33.07915161,12.69076557,-18.91144042,14.60577574,-10.23893372,-19.45745583
2011/4/26,20.94348847,-29.22496905,32.59803882,11.22466931,-19.02679683,14.65437615,-11.71382604,-19.45498082
2011/4/27,28.58149657,-29.48961228,32.73954449,11.40370759,-20.27579355,9.458086159,-13.40437182,-19.01305714
2011/4/28,28.08893305,-30.46528543,33.7045025,11.54802639,-19.21317468,8.066347306,-12.99089106,-18.73845809
2011/4/29,18.93568215,-31.31487759,37.99772686,15.62414983,-18.21327107,9.644693575,-14.37468606,-18.29941769
2011/5/2,24.73711006,-35.11809937,34.24735557,14.00141303,-13.63899821,7.632912971,-13.5380631,-18.32363095
2011/5/3,21.56596429,-36.6739514,35.48920779,13.66535834,-9.966197474,15.41885942,-17.34419557,-22.15504539
2011/5/4,21.99884639,-40.50383541,32.82391899,16.22559166,-1.218157914,12.64626763,-21.33314636,-20.63948498
2011/5/5,22.82334748,-41.96366854,33.34881297,17.89705162,0.512370644,13.51290149,-24.12901002,-22.00180564
2011/5/6,21.44519698,-41.11257868,33.89054349,21.74780648,-1.037071489,13.74992646,-25.08755568,-23.59626756
2011/5/9,19.16189514,-40.56232361,33.0171481,21.64017227,0.980017299,16.16810544,-25.09690338,-25.30811126
