Date,Canada_France,Canada_Germany,Canada_Italy,Canada_Japan,Canada_Britain,Canada_America,Canada_WTI,France_Germany,France_Italy,France_Japan,France_Britain,France_America,France_WTI,Germany_Italy,Germany_Japan,Germany_Britain,Germany_America,Germany_WTI,Italy_Japan,Italy_Britain,Italy_America,Italy_WTI,Japan_Britain,Japan_America,Japan_WTI,Britain_America,Britain_WTI,America_WTI
2009/2/2,0.263253137,-1.214020152,0.08326655,0.179246558,0.294342205,-0.947277678,-1.117709495,-1.771687898,0.014928658,-0.00453896,0.067839473,-3.969135071,-0.911639347,1.8854151,1.956216211,1.739636199,-3.829365887,0.812002844,-0.104560859,-0.051022893,-3.897471212,-0.858908854,0.036086347,-3.739162616,-0.684958566,-4.044952552,-0.948353562,2.770663845
2009/2/3,0.257585388,-1.241011717,0.087581958,0.178581547,0.295514231,-0.864889051,-1.179740775,-1.802940585,0.01459201,-0.02021839,0.072905464,-3.721159705,-0.933770405,1.909257036,1.964628818,1.766946122,-3.640755034,0.850782303,-0.115864191,-0.041867572,-3.651769824,-0.879018464,0.049071342,-3.548953349,-0.67794904,-3.711490935,-0.990120821,2.565778052
2009/2/4,0.244526668,-1.222192533,0.095862792,0.176736605,0.291823243,-0.862675567,-1.181225265,-1.765882603,0.023397462,-0.016281127,0.083887453,-3.571540259,-0.90820132,1.877445259,1.933852165,1.741905764,-3.47040945,0.84065551,-0.117027273,-0.039603573,-3.483656202,-0.869480133,0.05429927,-3.408158718,-0.663531959,-3.531992528,-0.985424813,2.424366608
2009/2/5,0.269547887,-1.19487165,0.079165004,0.207049682,0.294590813,-0.975739479,-1.139115291,-1.79699757,-0.011057468,-0.01368536,0.07020067,-3.658287869,-0.898516292,1.856140653,1.969403067,1.767933595,-3.230190415,0.910407127,-0.081341793,-0.020250086,-3.663924458,-0.836485174,0.042648883,-3.507330923,-0.658429822,-3.67424028,-0.972037135,2.482655853
2009/2/6,0.217767034,-1.200537226,0.07085584,0.200760731,0.272669922,-1.057926368,-1.114055374,-1.753914769,0.019691941,0.030670126,0.096460856,-3.924609127,-0.838307661,1.846475834,1.948568432,1.750297039,-3.291689505,0.913548015,-0.073999921,-0.024350551,-3.884746672,-0.814339026,0.027905459,-3.677151206,-0.643593121,-3.908110205,-0.938268022,2.652619291
2009/2/9,0.103210682,-1.755581003,-0.052088425,0.147453155,0.270151509,-0.375199802,-1.242904435,-2.257177022,0.00385777,0.121123569,0.177213306,-3.364437723,-0.720453738,2.335596906,2.481091951,2.267867633,-3.665466039,1.54136679,0.035282625,0.075204441,-3.361627576,-0.677408649,0.032765595,-2.819879947,-0.635143491,-2.961578159,-0.948414673,1.797341091
2009/2/10,0.10582612,-1.715622374,-0.047446475,0.14518167,0.256443367,-0.444360765,-1.230715857,-2.220517853,0.002672324,0.117025872,0.16263591,-3.612157749,-0.712233559,2.295068802,2.440293556,2.217830489,-3.901653182,1.522495021,0.032704954,0.060274026,-3.644067512,-0.66913137,0.022933321,-3.080819125,-0.629257633,-3.2624186,-0.933709757,2.036923609
2009/2/11,0.10848872,-1.663746233,-0.059409931,0.152409253,0.253412459,-0.461135445,-1.198264782,-2.17083459,-0.006938604,0.08972752,0.157694426,-3.621103666,-0.703568214,2.261899731,2.356334507,2.153767428,-4.083330865,1.494053549,0.033742767,0.065967113,-3.694688198,-0.650360859,0.04372335,-3.031008566,-0.596916954,-3.28057851,-0.920092453,2.041920797
2009/2/12,0.117399622,-1.690768262,-0.09295747,0.149419811,0.256276727,-0.468029215,-1.224997056,-2.168201646,-0.035969681,0.085151021,0.158261248,-3.276497695,-0.711775391,2.256172048,2.356400564,2.163331105,-3.764367965,1.521482634,0.042499789,0.088287199,-3.462444484,-0.619227296,0.050436628,-2.848564822,-0.579904404,-3.051702315,-0.918749264,1.841991168
2009/2/13,0.114940198,-1.665578878,-0.08861039,0.14644075,0.252150569,-0.504694871,-1.22147115,-2.12519354,-0.019528549,0.083526487,0.157581786,-3.700037604,-0.706671282,2.231215393,2.315750172,2.121114582,-4.146892026,1.501895058,0.029263872,0.071596421,-3.801027684,-0.616532018,0.051506772,-3.252593679,-0.579426644,-3.452782049,-0.910764571,2.141121006
2009/2/16,0.116687371,-1.537472528,-0.078719934,0.159539697,0.233815862,-0.417518647,-1.203168644,-2.073859738,0.009624455,0.127928201,0.134899833,-4.557268447,-0.69338529,2.22746839,2.283120053,2.048445413,-5.492104307,1.467235544,0.035518878,0.019178033,-4.404701828,-0.611095501,-0.028691113,-3.711452349,-0.577466611,-4.36667,-0.87733763,2.57860472
2009/2/17,0.116074558,-1.517350749,-0.08852456,0.157977673,0.229691348,-0.463543351,-1.183538689,-2.035049848,-0.000950495,0.123278435,0.129656851,-4.491541587,-0.713151634,2.177476852,2.242397776,2.010341775,-5.388697243,1.392881704,0.044250507,0.026907241,-4.331450201,-0.630420467,-0.027784453,-3.671101481,-0.600790445,-4.30955032,-0.891393436,2.518791793
2009/2/18,0.127708876,-1.590095852,-0.071920779,0.19121371,0.247849927,-0.483372152,-1.171342619,-2.065833902,-0.000715951,0.121989596,0.135757286,-4.24648392,-0.718812744,2.229280603,2.257389041,2.069304063,-5.076584661,1.44966465,0.011811676,0.028320235,-4.135961078,-0.651259271,-0.008153744,-3.570543661,-0.567933005,-4.112225859,-0.901901411,2.402160655
2009/2/19,0.118989806,-1.76249745,-0.072698005,0.161423092,0.24103277,-0.46971519,-1.333653832,-2.159116572,-0.001008987,0.123525254,0.135117764,-3.848967272,-0.84314375,2.298912271,2.37300545,2.164832428,-4.651177233,1.446496521,0.01957022,0.031243084,-3.752939395,-0.784263237,-0.00387555,-3.046847829,-0.753093229,-3.705938682,-1.025599786,2.231882329
2009/2/20,0.115263066,-1.655145241,-0.075815831,0.15586724,0.233241462,-0.515664965,-1.354901978,-2.085327018,-0.00346973,0.118978894,0.131392298,-3.784826048,-0.86053878,2.225808083,2.301417197,2.085005901,-4.59179963,1.367326507,0.023281643,0.032076828,-3.687460349,-0.799166292,-0.003524603,-3.000755023,-0.779806982,-3.648227361,-1.038441105,2.169533368
2009/2/23,0.106031319,-1.585081023,-0.076114115,0.114366313,0.225625049,-0.41647074,-1.349403376,-2.148362587,0.001111331,0.077750694,0.125669596,-4.027827176,-0.862032257,2.297687335,2.327214765,2.049304622,-5.573003575,1.363780645,-0.009769325,0.018826856,-3.90252225,-0.811474019,0.004266156,-3.389414912,-0.792303238,-3.763649365,-1.028727353,2.221740193
2009/2/24,0.117566938,-1.546242452,-0.062590306,0.124275549,0.221164901,-0.448449572,-1.339051171,-2.094757159,0.020731543,0.088844899,0.108933868,-4.542230075,-0.858773616,2.26040221,2.273900823,1.981626048,-6.070047992,1.325690129,-0.020642924,-0.019791145,-4.264715392,-0.811524504,-0.027398926,-3.848656665,-0.787411056,-4.312267468,-1.003821882,2.434515517
2009/2/25,0.1134831,-1.464346133,-0.06041555,0.124840075,0.212333212,-0.540377289,-1.335781655,-2.038992024,0.020306368,0.083417011,0.104453612,-4.428263229,-0.865171535,2.184722403,2.205720399,1.896487728,-5.935427595,1.212961806,-0.026935551,-0.022156068,-4.159185885,-0.823881193,-0.023390244,-3.770419854,-0.785355493,-4.206693637,-1.005922995,2.346996409
2009/2/26,0.090416151,-1.564733418,-0.076984626,0.090343435,0.209866084,-0.679492888,-1.412688639,-2.084486658,0.013721563,0.04714224,0.116754736,-3.837505617,-0.90376635,2.206149964,2.193826781,1.947441257,-5.090673754,1.261686969,-0.054311215,-0.000969213,-3.663020355,-0.856069239,0.007473376,-3.401337711,-0.76183161,-3.526927506,-1.067970253,2.01618916
2009/2/27,0.088731475,-1.532786902,-0.074316571,0.075218323,0.205866744,-0.687285602,-1.377479172,-2.037453849,0.013464004,0.041825186,0.112582633,-3.81399044,-0.887153794,2.157529289,2.155088489,1.899448258,-5.075030001,1.227155935,-0.054592997,-0.004741802,-3.638932945,-0.844542061,0.00467887,-3.383412241,-0.753680968,-3.508891887,-1.045078533,2.021762204
2009/3/2,0.068936882,-1.613119424,-0.134992657,0.10005566,0.195799722,-0.471417526,-1.347816229,-2.170735429,-0.016271745,0.056541277,0.113023105,-4.20509774,-0.883100241,2.360039673,2.220879756,1.959388808,-6.818217881,1.200680143,0.003436491,0.026281001,-4.154680424,-0.811868433,-0.001411176,-3.504415155,-0.744296451,-3.835622666,-1.04964842,1.956897348
2009/3/3,0.060451594,-1.609640666,-0.131793401,0.081663582,0.182371912,-0.512822163,-1.386261191,-2.135655432,-0.01288859,0.057573919,0.108585682,-3.964573166,-0.918239913,2.315108188,2.199505504,1.934494355,-6.390503772,1.149474993,0.00206641,0.022129774,-3.898611672,-0.854460837,-0.002632962,-3.15741354,-0.810431712,-3.624911481,-1.079548947,1.85016526
2009/3/4,0.069536285,-1.713716038,-0.122831177,0.093339282,0.186632712,-0.487647713,-1.390164286,-2.30256999,-0.017535514,0.059250745,0.113644944,-3.771284768,-0.927785124,2.355175962,2.345115585,2.079423547,-6.022108736,1.375621766,0.014603913,0.03021605,-3.582323144,-0.868217414,-0.000483349,-2.999648019,-0.821099232,-3.379873161,-1.102701083,1.731610354
2009/3/5,0.07139481,-1.674263942,-0.115516771,0.077616292,0.183488397,-0.553184735,-1.461880422,-2.241645042,-0.016785089,0.050854515,0.10885803,-3.636879407,-0.996337814,2.288667672,2.290641262,2.020498475,-5.794273431,1.239615121,0.011797768,0.027164774,-3.468104734,-0.944099116,0.00044292,-2.89657907,-0.91743181,-3.277934889,-1.167204792,1.580363671
2009/3/6,0.044118601,-1.613743078,-0.133581474,0.051210825,0.163555643,-0.53997066,-1.43809971,-2.196176618,0.003181893,0.046817786,0.119526429,-4.301926111,-0.945232428,2.257819221,2.235617922,1.979579902,-6.797523786,1.200489642,-0.010601748,0.021849351,-4.074710109,-0.904435062,0.016044088,-3.567616547,-0.869396742,-3.862749687,-1.123863268,1.773225133
2009/3/9,0.041986486,-1.803539757,-0.188433011,0.042386767,0.160984684,-0.439166071,-1.507388167,-2.206799973,-0.037175916,0.062778468,0.136385728,-3.541612023,-0.989227672,2.442458411,2.355892605,2.117122886,-6.33873862,1.40657523,0.030269945,0.055441851,-3.738238055,-0.922737004,0.014022186,-3.127723445,-0.914603519,-3.429111995,-1.164289159,1.584739919
2009/3/10,0.041423704,-1.680065103,-0.183703724,0.055312042,0.150172841,-0.425778302,-1.573024965,-2.146355644,-0.035103092,0.061685855,0.124827797,-3.813834494,-1.05900585,2.433959403,2.304004838,2.049082099,-7.212887826,1.174099064,0.034986444,0.047238674,-4.003870593,-0.9856704,0.001638594,-3.35589617,-0.961432024,-3.72457565,-1.236902651,1.484887363
2009/3/11,0.039184912,-1.844230651,-0.172972386,0.035890365,0.148532252,-0.376943168,-1.602883381,-2.258393302,-0.032676266,0.063475713,0.122560421,-3.605098437,-1.077112809,2.500222267,2.406471729,2.157541597,-6.760216486,1.364303601,0.037506721,0.047193956,-3.765112785,-1.007370119,0.005491159,-3.074726031,-1.006559073,-3.489033829,-1.258668989,1.375120886
2009/3/12,0.050104112,-1.920926089,-0.166584486,0.058686835,0.151822133,-0.568663012,-1.602014192,-2.266230663,-0.024668101,0.059010749,0.116071595,-3.517851129,-1.090884438,2.645630123,2.387810157,2.084271904,-6.516771926,1.17017314,0.026891773,0.02851411,-3.669873372,-1.049701249,0.004849005,-3.046298935,-1.018159336,-3.385427628,-1.268206265,1.241636116
2009/3/13,0.046555947,-1.873692226,-0.16007632,0.04788904,0.148824031,-0.555455435,-1.586056881,-2.213202071,-0.019506665,0.045072596,0.116527381,-3.608715398,-1.085773143,2.581289809,2.329723726,2.038719658,-6.598811101,1.114198342,0.011456368,0.028337252,-3.751757913,-1.04843986,0.019516749,-3.154883635,-1.011200495,-3.464273698,-1.262163533,1.257409192
2009/3/16,0.045453197,-1.794039417,-0.156604239,0.048605813,0.144422712,-0.587516924,-1.566495144,-2.158793888,-0.019110711,0.046586194,0.11396623,-3.608736862,-1.078403315,2.495592339,2.268004168,1.979265144,-6.571825196,1.021372216,0.010945302,0.029291896,-3.724173715,-1.039211443,0.018840745,-3.162649395,-1.002049741,-3.462940227,-1.249736709,1.254813768
2009/3/17,0.043169395,-1.719723203,-0.167299433,0.049781148,0.125015527,-0.738497574,-1.555659582,-2.081203167,-0.030697835,0.046846219,0.100657259,-3.305316911,-1.073794382,2.370991001,2.201257351,1.890038071,-5.6719804,0.918945519,0.028350819,0.028583318,-3.444529617,-1.024521672,0.00608431,-2.860675669,-1.005116668,-3.217687738,-1.228368583,1.123454237
2009/3/18,0.059568517,-1.631531431,-0.145862009,0.073959921,0.144520218,-0.74158331,-1.503202165,-2.012314948,-0.027368585,0.045136249,0.098945078,-3.261956072,-1.055749537,2.300532331,2.140204703,1.835480808,-5.566327246,0.865548607,0.017398147,0.022505031,-3.410118989,-1.005883221,0.008877684,-2.839076881,-0.984650326,-3.196651002,-1.201829375,1.140756759
2009/3/19,0.05864004,-1.650300095,-0.140082049,0.060857028,0.138894071,-0.754529865,-1.439103755,-2.018049579,-0.027218275,0.043890629,0.093095974,-3.116659557,-1.012065621,2.275888726,2.158219134,1.859224287,-5.243009791,0.910111433,0.01779791,0.020274969,-3.240726364,-0.961955631,0.004957397,-2.692833197,-0.937550642,-3.060511098,-1.150348723,1.080879121
2009/3/20,0.084343928,-1.592569012,-0.11970741,0.068215621,0.129432702,-0.963138917,-1.384857225,-1.897331755,-0.013185522,0.052986484,0.064734494,-2.85687343,-0.949857824,2.139391055,2.039133862,1.687347191,-4.25252438,0.837428376,0.015366634,-0.031426854,-2.877024767,-0.910182573,-0.041985144,-2.436559121,-0.883333769,-2.839618358,-1.041679961,0.860779096
2009/3/23,0.073432283,-1.760272062,-0.102682542,0.062308424,0.124254022,-0.943581469,-1.38266497,-2.109525468,-0.006920497,0.061192511,0.064362889,-2.808950851,-0.928460985,2.243097599,2.198188167,1.811121307,-3.973228871,1.121169816,0.012098154,-0.045905497,-2.810307799,-0.903449547,-0.04627248,-2.382723491,-0.882194252,-2.747163018,-1.037705248,0.845971092
2009/3/24,0.089871043,-1.755734996,-0.074404889,0.061580924,0.139106881,-0.948481716,-1.427065825,-2.154561378,-0.001247026,0.073605045,0.068092217,-2.582825206,-0.935172993,2.260054484,2.258888037,1.869197314,-3.599969096,1.244264375,0.014096162,-0.044145145,-2.53168343,-0.936043678,-0.048540498,-2.130411032,-0.928992424,-2.484872617,-1.062971557,0.646994182
2009/3/25,0.05948504,-1.944768024,-0.113720002,0.02697038,0.11956221,-0.898036865,-1.390555518,-2.222843201,-0.005982922,0.060423498,0.078393662,-2.67764025,-0.888744578,2.271285484,2.349002212,1.98681928,-3.268057439,1.388375313,0.005852291,-0.021009117,-2.61903672,-0.869379647,-0.024814381,-2.221171714,-0.88166678,-2.589989025,-1.02445645,0.738501475
2009/3/26,0.037317002,-1.938860971,-0.16448872,0.001566194,0.121917874,-0.905612462,-1.443030836,-2.218206096,-0.034375166,0.045726538,0.100082377,-2.385458563,-0.811429632,2.249195058,2.345753246,2.00517852,-2.770531889,1.465734145,0.018006511,0.034668139,-2.335744718,-0.740694,0.009065902,-2.001930174,-0.785360497,-2.228722689,-1.00505386,0.370556368
2009/3/27,0.024608432,-1.909371056,-0.157554318,-0.011629476,0.113606363,-0.94358672,-1.405657119,-2.153215723,-0.013751664,0.037449218,0.108376391,-2.67699414,-0.775780015,2.202505526,2.282395217,1.958499228,-3.108644373,1.438264299,-0.005058935,0.024368729,-2.637000903,-0.725838561,0.026108154,-2.310299569,-0.751506042,-2.520696201,-0.97114477,0.591820406
2009/3/30,0.022446274,-1.946301041,-0.159822058,-0.013156339,0.105651446,-0.925280141,-1.354975506,-2.158509777,-0.017722997,0.03598146,0.103104125,-2.656716027,-0.748303248,2.179505869,2.286447791,1.978807818,-2.935932587,1.445480718,0.000627227,0.026997855,-2.619744991,-0.691481211,0.023679365,-2.296663421,-0.725158738,-2.504538988,-0.931877409,0.634571482
2009/3/31,0.09324425,-1.969190392,-0.1216947,0.034370042,0.147095384,-0.868017671,-1.299198913,-2.165593015,-0.015326273,0.015661467,0.086123502,-3.016548609,-0.714012781,2.137387409,2.240707931,1.952270119,-3.107262585,1.397742443,-0.040789154,-0.004986253,-2.992243626,-0.657094556,0.034593145,-2.715240012,-0.636438321,-2.912801926,-0.843055399,0.947715452
2009/4/1,0.092082415,-1.961821707,-0.120975054,0.032728428,0.143143983,-0.916694266,-1.294430899,-2.142177951,-0.015296257,0.002008425,0.080703169,-2.893101697,-0.718926972,2.111927682,2.203022234,1.94932021,-2.843023651,1.356741604,-0.048183297,-0.005401471,-2.826977672,-0.646713807,0.04445342,-2.60001532,-0.654899884,-2.77594388,-0.840132848,0.874039954
2009/4/2,0.063324568,-2.113523751,-0.148519961,0.030481691,0.116669278,-0.854187058,-1.332527663,-2.254879765,-0.01673599,0.02160044,0.082290264,-3.02579213,-0.711146268,2.215326836,2.310419949,2.110370147,-2.512332472,1.357225623,-0.020164355,0.001885303,-2.974234929,-0.637986517,0.026181931,-2.652391073,-0.733838992,-2.914525861,-0.833207619,1.022211619
2009/4/3,0.090814419,-2.027600886,-0.157258077,0.027920201,0.106014215,-1.0244437,-1.28747399,-2.170906905,-0.030578487,0.02098286,0.057523745,-2.694670596,-0.663383788,2.098338559,2.22926888,1.987634498,-2.005232226,1.323833726,0.002998974,-0.018292461,-2.623767726,-0.545257468,-0.010421234,-2.329802904,-0.666206122,-2.623452992,-0.731695871,0.703889398
2009/4/6,0.109819687,-1.957924725,-0.135264044,0.066275052,0.118578845,-0.925058921,-1.245330027,-2.121062516,-0.030693674,0.016818366,0.05373404,-2.844468767,-0.644141684,2.05405927,2.170451974,1.949181512,-2.055053124,1.320733644,-0.001631607,-0.017722272,-2.779423125,-0.528996571,-0.003463341,-2.412375171,-0.619696726,-2.796378992,-0.709257155,0.858391701
2009/4/7,0.118018754,-1.828130358,-0.101509386,0.082748144,0.143237219,-0.749899954,-1.209718613,-2.08417132,-0.019816862,0.037281446,0.06655612,-2.896458643,-0.591218279,2.006792846,2.122524868,1.878461443,-2.411054095,1.307091341,0.001609092,-0.014831168,-2.837747625,-0.508925686,-0.003339872,-2.456893843,-0.597911584,-2.822664232,-0.685986024,0.859005908
2009/4/8,0.114027998,-1.924133164,-0.105639484,0.075817963,0.12540083,-0.733431387,-1.212071601,-2.185836949,-0.026431262,0.035838197,0.054826618,-3.239104442,-0.622508132,2.069370929,2.230162309,1.988774521,-2.21475261,1.346076075,0.00882439,-0.019185028,-3.228417552,-0.54205171,-0.010519211,-2.790008798,-0.621745107,-3.234990943,-0.698415231,1.317758882
2009/4/9,0.102994174,-2.031517339,-0.09929858,0.079574923,0.118779941,-0.740020946,-1.190554716,-2.272487308,-0.020359598,0.028220406,0.056680032,-3.201499023,-0.615867614,2.195727583,2.276276093,2.12823517,-1.961350717,1.480133034,-0.023072794,-0.019279258,-3.194738874,-0.539574948,0.007290541,-2.722236495,-0.625755617,-3.20290089,-0.690477244,1.344186845
2009/4/10,0.08307386,-1.93158304,-0.085562251,0.068149265,0.110883661,-0.884460957,-1.139885563,-2.130565717,0.006935523,0.035685288,0.074114168,-2.918691742,-0.538184127,2.085789786,2.160934605,1.999260391,-1.663770269,1.396839951,-0.039984563,-0.02561855,-2.8207039,-0.501191302,0.018807801,-2.486676219,-0.557755415,-2.84870655,-0.633915709,1.051199516
2009/4/13,0.066930821,-2.028478488,-0.093459721,0.014555796,0.105366784,-0.969844569,-1.1174799,-2.198396941,0.008586493,-0.005927173,0.080795175,-3.081455291,-0.518574655,2.165788278,2.247369191,2.103706844,-1.47637234,1.492676216,-0.075353001,-0.018803931,-3.014362259,-0.487813897,0.055219135,-2.691274038,-0.479329356,-3.019383149,-0.627178125,1.262546453
2009/4/14,0.086577157,-1.956414371,-0.056511446,0.034770723,0.127440056,-1.02103901,-1.068508581,-2.121119452,0.026155601,0.015817802,0.099256557,-2.868239679,-0.446583024,2.107658637,2.192897636,2.055424276,-1.244057211,1.48913367,-0.078474805,-0.020307527,-2.774992614,-0.467939438,0.056257893,-2.484761236,-0.426806236,-2.79385789,-0.579056814,1.113043513
2009/4/15,0.075225644,-1.860478582,-0.061411906,-0.001669078,0.119286662,-0.956676175,-1.021517217,-2.023339322,0.023771556,-0.02844897,0.099957766,-2.776529078,-0.417646999,2.002601557,2.080426619,1.959303225,-1.167573161,1.39933918,-0.118241651,-0.013252832,-2.668135944,-0.435161319,0.097791694,-2.446066432,-0.360661552,-2.693286125,-0.549866783,1.060386158
2009/4/16,0.074110993,-1.857753799,-0.053743065,-0.009148004,0.112411564,-0.963824211,-0.98153529,-2.001604414,0.034071959,-0.005367843,0.096451206,-2.579581646,-0.368283344,1.997867711,2.091228228,1.943898108,-1.05890055,1.447312977,-0.10593939,-0.023601265,-2.412233434,-0.397486014,0.072116905,-2.200286872,-0.326859629,-2.478763382,-0.493642577,0.840509858
2009/4/17,0.061835395,-1.995011242,-0.071986523,-0.015044815,0.108889012,-0.994367576,-0.95238667,-2.096028024,0.024563539,-0.001148295,0.102930687,-2.386119065,-0.357131586,2.133218649,2.215755958,2.069218213,-0.880437445,1.598558998,-0.089984775,-0.009229916,-2.287154102,-0.365064201,0.071696419,-2.07420442,-0.313362278,-2.333005475,-0.482176089,0.747130594
2009/4/20,0.060682962,-1.893497974,-0.05470447,-0.014134132,0.115821905,-0.890786612,-0.933445223,-2.026750005,0.037722106,0.027523462,0.108455638,-2.60179472,-0.320632415,2.074165186,2.162890616,1.993967732,-1.245977999,1.556795399,-0.085187665,-0.014077047,-2.465496848,-0.35840463,0.055491537,-2.159298995,-0.336549141,-2.534857174,-0.458053785,0.925924013
2009/4/21,0.05422733,-1.769869124,-0.059247689,-0.033677401,0.107812277,-0.868157938,-0.894784608,-1.899281053,0.036895892,-0.016412422,0.10943694,-2.542361544,-0.286651199,1.936818109,2.006367698,1.830703808,-1.259247776,1.371488942,-0.131278083,-0.006885526,-2.386547597,-0.31548052,0.103698021,-2.071420538,-0.256034057,-2.477624033,-0.422147677,0.943153397
2009/4/22,0.064738798,-1.780132508,-0.054681684,-0.020958037,0.112150661,-0.806177771,-0.895025364,-1.940929033,0.030882458,-0.018261907,0.108404424,-2.580029491,-0.301264225,1.952236236,2.050255437,1.878624675,-1.178243233,1.39646119,-0.122160983,-0.001786884,-2.436955584,-0.329525265,0.10536445,-2.093541065,-0.268465889,-2.532824911,-0.432541324,1.013303326
2009/4/23,0.060136016,-1.788287034,-0.065970081,-0.013968833,0.118186395,-0.789801791,-0.866156309,-1.949780911,0.022861891,-0.016226513,0.106564902,-2.533576346,-0.293121378,1.963887854,2.069104133,1.899296219,-1.080476544,1.420013269,-0.113508507,0.00478446,-2.39248198,-0.308944854,0.099639633,-2.060793464,-0.265429123,-2.49202508,-0.426865602,1.018978241
2009/4/24,0.062135149,-1.759077098,-0.064658698,-0.012385192,0.121259595,-0.772428356,-0.828768691,-1.898429993,0.020509266,-0.058015858,0.103000338,-2.478184735,-0.279570661,1.907601888,1.944469984,1.820744315,-1.182626116,1.356981694,-0.148420017,0.004872346,-2.355668751,-0.294298783,0.150407702,-1.921458568,-0.20821534,-2.428567144,-0.407660744,1.014252317
2009/4/27,0.057707216,-1.690231883,-0.089534913,-0.032953548,0.11085691,-0.854039679,-0.80479941,-1.842202725,0.001130308,-0.080942532,0.099926188,-2.407659955,-0.26336881,1.763848636,1.819998507,1.734156923,-1.31169979,1.239219852,-0.174774593,0.028734842,-2.242693269,-0.230801861,0.179923188,-1.769409206,-0.142628204,-2.358939896,-0.380470583,1.062349909
2009/4/28,0.065737726,-1.712194631,-0.080101214,-0.028313955,0.117379822,-0.826475402,-0.773782895,-1.884064429,-0.000190678,-0.081423841,0.094605325,-2.281317291,-0.256412933,1.833764199,1.907519654,1.798962899,-1.193550627,1.316519869,-0.173767131,0.022869064,-2.124123047,-0.217386957,0.172181724,-1.680351072,-0.126939755,-2.251447948,-0.361644473,0.970171436
2009/4/29,0.062262055,-1.658098516,-0.0769002,-0.04326491,0.112470844,-0.814744779,-0.747089133,-1.822211089,-0.001006381,-0.110933544,0.090663028,-2.194414284,-0.250017277,1.766904351,1.788655778,1.735375828,-1.16038068,1.271068602,-0.206718437,0.022630773,-2.044851018,-0.211415387,0.20155556,-1.602569581,-0.105607571,-2.164788888,-0.350373805,0.943956415
2009/4/30,0.048909715,-1.74910421,-0.087731333,-0.063527598,0.100999605,-0.868056576,-0.743729455,-1.872564946,0.003931813,-0.129407071,0.094605817,-2.508387921,-0.21447361,1.818235823,1.878670421,1.800650391,-1.047766236,1.297532912,-0.227627834,0.024850698,-2.354913779,-0.182889571,0.223353299,-1.934232406,-0.041487607,-2.474630301,-0.322379314,1.200693125
2009/5/1,0.00331923,-2.080689202,-0.09574884,-0.068102758,0.085112199,-0.88692584,-0.76400835,-2.187732006,0.024509368,-0.09924014,0.118975015,-2.553423742,-0.186045028,2.207584409,2.288169866,2.163939432,-0.588637017,1.564394374,-0.217453512,0.025818763,-2.422225761,-0.195647207,0.212658763,-2.002381161,-0.068466243,-2.532197557,-0.335240343,1.254264423
2009/5/4,0.036829626,-2.131949659,-0.063550902,-0.035309755,0.110477376,-0.957674633,-0.769787668,-2.309860643,0.02055328,-0.095646967,0.117830633,-2.274879538,-0.200555665,2.303430524,2.403913575,2.269997438,-0.583471006,1.660849221,-0.209697203,0.028449147,-2.208155902,-0.228938281,0.207287524,-1.832199596,-0.0921465,-2.272942177,-0.361944966,1.010491439
2009/5/5,0.02976468,-2.140741191,-0.067183545,-0.039139714,0.095714075,-0.962268068,-0.819040663,-2.297642248,0.023026004,-0.077641401,0.112160153,-2.149269382,-0.306547458,2.298310113,2.43058238,2.256337299,-0.493024789,1.605845225,-0.188767977,0.021240858,-2.078177621,-0.316993828,0.179630808,-1.701428846,-0.151578419,-2.145200107,-0.454596023,0.769121736
2009/5/6,0.034625128,-2.051638183,-0.058440462,-0.043807752,0.095256641,-0.942050619,-0.799574982,-2.176716022,0.027145634,-0.063248339,0.107724917,-2.112912576,-0.329877808,2.186426286,2.317160632,2.13858365,-0.383410955,1.485649316,-0.179793304,0.012713558,-2.032999535,-0.334958488,0.153495429,-1.679768686,-0.153694964,-2.089244141,-0.461135718,0.820544121
2009/5/7,0.042431758,-1.981120894,-0.036647416,-0.022408561,0.127442368,-0.823784336,-0.869654302,-2.133346976,0.042534905,-0.041658734,0.132449835,-2.613814193,-0.29402088,2.159698842,2.272492898,2.11553783,-1.059113427,1.526569168,-0.170684091,0.025055772,-2.491373054,-0.331682202,0.159111388,-2.103611409,-0.165455794,-2.485058365,-0.481991345,1.184249204
2009/5/8,0.032424842,-2.052918676,-0.048297147,-0.026419328,0.118823294,-0.839642118,-0.84113882,-2.189826869,0.036421153,-0.031369094,0.131147825,-2.493534408,-0.335647133,2.209268694,2.355189345,2.177360559,-0.910253559,1.572629998,-0.148980528,0.032624972,-2.37553693,-0.366028988,0.150171303,-1.993706556,-0.191508886,-2.36376047,-0.512435337,1.05816807
2009/5/11,0.01808565,-1.970247767,-0.061080808,-0.032358297,0.104474517,-0.875052361,-0.799364414,-2.079609802,0.034163931,-0.018725076,0.132286325,-2.336324575,-0.333285476,2.096660826,2.249307733,2.074025788,-0.714760048,1.465761495,-0.129202891,0.039521312,-2.215336022,-0.355732311,0.138899873,-1.874122036,-0.194705851,-2.211347471,-0.499390272,0.991018613
2009/5/12,0.021240458,-1.914401205,-0.062106342,-0.02674011,0.069154005,-0.959910558,-0.751674008,-1.950344648,0.044373222,0.006729871,0.10380308,-2.183276684,-0.299475381,1.923965086,2.066001849,1.869633669,-0.341400653,1.352457451,-0.103782897,-0.009243885,-2.044930546,-0.316252661,0.067131108,-1.731919696,-0.17672312,-2.061116829,-0.417536105,0.894344904
